NAMA,IDPEL,ALAMAT,TARIF,DAYA,KDPT_2,TAGSASI / METER,UNITUP,WILKER,ULP,NOM MCB,X,Y,MERK METER,TYPE METER,NOMOR METER,NAMA GARDU,NO. TIANG,,
PJU KAYEN KIDUL ( 136 ),514011047594,DS KAYEN KIDUL,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.737321,112.094554,SMARTMETER,SMI-200S,172274960,EA136,C1,,
PJU TANGKILAN ( 411 ),514011047615,DS TANGKILAN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.737744,112.113115,SMARTMETER,SMI-200S,172277988,EA411,C9,,
PJU POJOK EF058,514060879615,DN POJOK,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.737815,112.196382,METBELOSA,OB91Z,2491145,EF058,A4D10A3,,
PJU DS GEMBYOK EN 442,514111109429,DS DS GEMBYOK,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.737878,111.994365,SMARTMETER,SMI 200 S,172425903,EN442,D0C3B13,,
PJU DS PADANGAN T209,514060760355,DN PADANGAN,P3,1620.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.738095,112.129428,,,,EF209,D0,,
PJU WANENGPATEN,514010666567,DS WANENGPATEN,P3,4400.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.738307,112.02483,,,,EA382,A0,,
PJU BRINGIN EF163,514060880385,DN BUNUT,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.738490,112.200219,CANNET,DDS137,50902032478,EF163,C5,,
PJU CENTONG EF182 D1,514060880767,DS CENTONG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.738563,112.172970,METBELOSA,OB91LU,2491640,EF182,D1,,
PJU TEGOWANGI T.151 A,514061239994,DN TEGOWANGI NO 0 TEGOWANGI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.738601,112.154244,MELCOINDA,MS98E,8798441,EF151,A3,,
PJU DS KALIRONG EN 051,514111109246,DS KALIRONG,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.738688,111.959492,SMARTMETER,SMI 200 S,172428569,EN051,C3,,
PJU DS TEGOWANGI,514060760397,DN TEGOWANGI,P3,7980.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.738822,112.150848,,,,EF150,D0,,
PJU KH DEWANTORO EF121,514060626753,DN KH DEWANTORO,P3,11000.0,1.0,METER,51406.0,KAB,PARE,5000.0,-7.739282,112.187649,MELCOINDA,INDO,9013572,EF353,A1B7,,
PJU DS DATENGAN T.441/443,514110616001,DS DATENGAN,P3,10600.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.739313,111.990742,,,,EN441,A12B4,,
PJU DS DATENGAN EN 441,514111109295,DS DS DATENGAN,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.739321,111.991061,SMARTMETER,SMI 200 S,1722430389,EN441,A11,,
PJU SENDEN T 88,514010689123,DS SENDEN,P3,1360.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,618.0,-7.739813,112.073088,SANXING,CSI01,4520025019,EA088,D2,,
PJU JAMBU T.70,514061240018,DN JAMBU NO 0 JAMBU,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.739869,112.145385,MELCOINDA,MS98E,8798443,EF388,C3,,
PJU SENDEN,514010689131,DS SEMEN,P3,3680.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.739924,112.073538,,,,EA088,D0,,
PJU KORIPAN ( 308 ),514011047529,DS KORIPAN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.739948,112.064047,ITRON,ITR_STSP_E,32141931082,EA308,B1C11,,
PJU BUMIREJO EF102,514060880448,DN BANGKOK,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.740052,112.183760,MELCOINDA,MS98E,9660668,EF120,A5,,
PJU TUNGLUR EF122,514060880654,DN POGAR,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.740590,112.191925,METBELOSA,OB91LU,2491162,EF122,D2,,
PJU KH DEWANTORO EF122,514060727443,DN KH DEWANTORO,P3,11000.0,1.0,METER,51406.0,KAB,PARE,5000.0,-7.740594,112.191939,MELCOINDA,INDO,94002819,EF122,D2,,
PJU TEGOWANGI T.151,514061240105,DN TEGOWANGI NO 0 TEGOWANGI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.740658,112.153467,MELCOINDA,MS98E,8936468,EF151,C2,,
PJU DS POGAR T122,514060760442,DS POGAR,P3,1200.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.740731,112.192534,,,,EF122,B0,,
PJU BULU (380),514010665971,DN BULU,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.740923,112.106725,METBELOSA,OB941S,2491183,EA380,D13,,
PJU BRINGIN T.283,514061240091,DN BRINGIN NO 0 BRINGIN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.741417,112.195714,MELCOINDA,MS98E,8936467,EF122,D1,,
PJU DS SEKOTO,514060760459,DN SEKOTO,P3,10320.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.741534,112.183066,,,,EF120,A0,,
PJU DS MARGOURIP,514060664436,JL MARGO URIP,P3,13010.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.741551,112.183057,,,,EF120,C0,,
PJU DS SEKARAN LOR T145,514060760348,DN SEKARAN LOR,P3,6640.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.741596,112.135853,,,,EF145,A0,,
PJU BULUSARI EN359 (M),514110483609,DN POJOK,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.742237,111.958148,SMARTMETER,SMI 200 S,12071086,EN127,A1C1,,
PJU DSN GEMPOLAN,514010936643,DN GEMPOLAN DS BAYE,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.74229,112.040221,SANXING,CSI01,4520024881,EA580,D2,,
PJU PR WANENGPATEN INDAH,514011167915,DS WANENGPATEN INDAH,P3,1300.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,591.0,-7.7425503,112.0235374,SANXING,CSI01,45220008438,EA382,C11,,
PJU NUANSA BRINGIN ASRI,514061281464,DS BRINGIN,P3,1300.0,1.0,METER,51406.0,KAB,PARE,591.0,-7.742572,112.185440,MELCOINDA,MS98E,9723384,EF507,B1,,
PJU BRINGIN ( 58 ),514060656058,DN BRINGIN,P3,2760.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.742828,112.199907,,,,EF058,C0,,
PJU PEH WETAN,514010662775,DS PEH WETAN,P3,7560.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.74283,112.110919,,,,EA380,B0,,
PJU GEMPOLAN - BAYE,514010662605,DN GEMPOLAN,P3,4480.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.742835,112.041292,,,,EA580,D0,,
PJU GAPURO BRINGIN,514060727293,DN BRINGIN,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.742844,112.199906,MELCOINDA,INDO,94007384,EF058,C0,,
PJU KAYEN KIDUL,514010662592,DS KAYEN KIDUL,P3,4400.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.742845,112.092008,,,,EA135,C1,,
PJU WANENGPATEN 382,514011044484,DS WANENGPATEN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.743001,112.023635,SMARTMETER,SMI 200 S,174073578,EA382,C11,,
PJU SENDEN,514010662584,DS SENDEN,P3,3500.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.743113,112.081128,,,,EA013,D0,,
PJU T. 13,514110615975,DS BULUSARI TAROKAN,P3,7700.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.743142,111.943869,,,,EN013,A0,,
PJU DS CERME T 120 (M),514110793939,JL RAYA GRINGGING,P3,11000.0,1.0,METER,51411.0,KAB,GROGOL,5000.0,-7.743339,111.959454,SMARTMETER,SMI 200 S,130272166,EN120,C1D1,,
PJU TAROKAN EN025 (M),514110801829,DS BUKAAN,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.743495,111.91253,,,,EN025,B1,,
PJU TEGOWANGI,514061212783,DS TEGOWANGI PLEMAHAN,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.743543,112.153935,SANXING,CSI01,4520028188,EF150,B12,,
PJU SEKOTO ( 122 ),514060656041,DN SEKOTO,P3,640.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.743979,112.193288,MELCOINDA,MS98E,9661210,EF515,B5C7,,
PJU SIDOMULYO EF177,514060880497,DN SIDOMULYO,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.743991,112.193282,MELCOINDA,MS98E,9661210,EF515,B5C7,,
PJU JL GRINGGING EN048,514110551895,JL RAYA GRINGGING,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.744203,111.962208,SMARTMETER,SMI 200 S,12071198,EN048,D0,,
PJU CERME T. 48/127/288,514110616027,DS CERME GROGOL,P3,11000.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.744208,111.962197,,,,EN048,D0,,
PJU 3 DS SENDEN,514011124571,DS MARON DS SENDEN,P3,2200.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1000.0,-7.744648,112.073783,CANNET,DDS137,50903432990,EA088,D3C10B3C3B5,,
PJU DESA CERME EN069 (M),514110485031,DS CERME,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.7456,111.965416,SMARTMETER,SMI 200 S,12071734,EN288,D0,,
PJU DS WONOASRI EN287 (M),514110356294,JL RAYA WONOASRI,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.745675,111.969588,SMARTMETER,SMI 200 S,130272165,EN287,A1D6A4,,
PJU DS SONOREJO EN440 (M),514110675269,DS SONOREJO GROGOL,P3,6600.0,1.0,METER,51411.0,KAB,GROGOL,3000.0,-7.745709,111.980818,SMARTMETER,SMI 200 S,12071221,EN440,B0,,
PJU SNREJO T.287/440/575,514110616019,DS SONOREJO GROGOL,P3,7700.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.745773,111.980751,,,,EN440,B0,,
PJU LANGENHARJO,514060729343,DN LANGEN HARJO,P3,1300.0,1.0,METER,51406.0,KAB,PARE,591.0,-7.745932,112.168459,MELCOINDA,INDO,955341,EF026,A6B2,,
PJU CANGU T.213,514061240274,DN CANGGU NO 0 CANGGU,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.746010,112.215489,MELCOINDA,MS98E,8797013,EF213,D2,,
PJU,514060528805,DN HOS COKROAMINOTO,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.746152,112.199535,MELCOINDA,INDO,94002033,EF420,C7,,
PJU DS SONOREJO EN 575,514111109279,DS SONOREJO,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.746578,111.974774,SMARTMETER,SMI 200 S,172428758,EN287,AA1B10A5,,
PJ,514060307203,JL TERMINAL BUS,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.746629,112.199521,SMARTMETER,SMI 200 S,185284925,EF420,C8,,
PJU WANENGPATEN 354,514011044476,DS WANENGWATEN,P3,2200.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1000.0,-7.747253,112.031792,SMARTMETER,SMI 200 S,174074809,EA354,B3A6D1,,
PJU DS LANGEN HARJO T182,514060760426,DN LANGEN HARJO,P3,4800.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.747741,112.167480,,,,EF026,A0,,
PJU SEMBAK GROGOL,514110675236,DS SEMBAK,P3,4400.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.747744,111.960762,SMARTMETER,SMI-200S,212747514,EN068,C0,,
PJU GARDU 138,514060729335,DN BOGO KIDUL,P3,1300.0,1.0,METER,51406.0,KAB,PARE,591.0,-7.747754,112.167476,MELCOINDA,INDO,94002442,EF026,A0,,
PJU LANGENHARJO,514060727307,DN LANGEN HARJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.747928,112.167395,METBELOSA,LOSA,2442586,EF026,C1,,
PJU LANGENHARJO T.26,514061240209,DN LANGEN HARJO NO 0 L HARJO,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.747929,112.167410,MELCOINDA,MS98E,8936454,EF026,C1,,
P J U GEMPOLAN,514010608838,DS BAYE,P3,7700.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,3500.0,-7.748014,112.042547,METBELOSA,OB941U,2478305,EA580,B1C9B5C5B3,,
PJU DS WONOASRI GROGOL,514110675285,DS WONOASRI,P3,5500.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.748242,111.971211,,,,EN287,A0,,
PJU TAROKAN EN024 (M),514110801860,DS JUDEL SUKOREJO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.748307,111.915943,CANNET,DDS137,50903398787,EN024,D3,,
PJU WANENGPATEN,514010778502,DS WANENGPATEN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.748372,112.025172,SANXING,CSI01,45220016397,EA354,D9,,
PJU SEMPU 244,514060879424,DN RINGIN SARI,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.748449,112.221675,METBELOSA,OB91Z,2490283,EF143,D2,,
PJ CANGGU GD 143,514060643052,DN CANGGU,P3,111.80.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.748691,112.222367,,,,EF143,B0,,
PJU DS SONOREJO EN 575,514111109183,DS SONOREJO,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.748722,111.977364,SMARTMETER,SMI 200 S,172278291,EN575,D2,,
PJU SEMBAK EN068 (M),514110794144,JL SEMBAK,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.748802,111.960372,SMARTMETER,SMI 200 S,12071095,EN068,C5,,
PJU BONGKAL,514010666193,DN BUNGKAL,P3,4400.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.748907,112.087738,,,,EA452,B0,,
PJU DS DATENGAN RT 3 RW 1,514111156987,DS DATENGAN,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.749014,111.979886,SMARTMETER,SMI-200S,186066771,EN575,B7,,
PJU,514010328987,DS WANENGPATEN,P3,6600.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.749506,112.030105,,,,EA354,D0,,
PJU BUNGKAL (452),514010665948,DN BUNGKAL,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.749599,112.089729,METBELOSA,OB941S,2491017,EA452,B5,,
PJU KALIBELO,514010666335,DN KALIBELO,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.750064,112.05297,ADTECH,ADOONAT58,58969,EA372,A0,,
PJU CANGGU EF143,514060880605,DN SIDODADI,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.75041781,112.22616077,METBELOSA,OB91LU,2491054,EF143,B9C1,,
PJU PERBATASAN,514060621794,JL LANGEN HARJO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.750449,112.163321,MELCOINDA,INDO,94002506,EF025,D10,,
PJU DS GUNUNG BATOK EN016,514111109317,DS GUNUNG BATOK,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.750483,111.925278,SMARTMETER,SMI 200 S,172425412,EN016,D1,,
PJU DS SELANG EN014,514111109220,DS SELANG,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.750671,111.939286,SMARTMETER,SMI 200 S,172427730,EN014,A1,,
PJU SUMBERYUYU,514110801790,DS WATES,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.750686,111.90924,,,,EN029,D3,,
PJU SEKARAN KIDUL T.210,514061240075,DN SEKARAN NO 0 SEKARAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.751026,112.130579,MELCOINDA,MS98E,8936465,EF210,A1,,
PJU JAMBU T.69,514061240225,DN JAMBU NO 0 JAMBU,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.751149,112.140351,MELCOINDA,MS98E,8936456,EF069,D1,,
PJU DS GAMBYOK EN 443,514111109238,DS GAMBYOK,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.751276,111.993549,SMARTMETER,SMI 200 S,172425234,EN443,B10,,
PJU SAMBIROBYONG,514010666072,DS SAMBIROBYONG,P3,4400.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.751559,112.095212,,,,EA220,D0,,
PJU DS KARANG TENGAH(146),514060646188,DN SARIREJO,P3,2080.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.751822,112.236442,,,,EF146,C0,,
PJU TAROKAN 2 EN029 (M),514110801837,DS WATES,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.751856,111.906714,SANXING,CSI01,45220005738,EN029,C2,,
PJU LANGENHARJO T.183,514061239832,DN DS LANGENHARJO NO 0 L HARJO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.751894,112.158815,MELCOINDA,MS98E,8798729,EF183,A1,,
PJU KANDANGAN EF097,514060880280,DN SARIREJO,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.752181,112.236335,METBELOSA,OB91LU,2490307,EF146,C1,,
P J U MUKUH,514010612003,DS MUKUH,P3,720.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.752197,112.1064,,,,EA364,D0,,
P J U MUKUH,514010606331,DS MUKUH,P3,450.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.752225,112.106444,,,,EA364,B0,,
PJU MUKUH,514010666031,DN MUKUH,P3,3650.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.752233,112.106465,,,,EA364,B0,,
PENERANGAN JALAN GD 25,514060727140,JL GAMOL,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.752443,112.167120,SMARTMETER,SMI 200 S,1161791435,EF025,D1,,
PJU DS MANGGIS,514060664428,JL MANGGIS,P3,11080.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.752470,112.178300,,,,EF281,A0,,
P J U BIBIS (579),514010608846,DN BIBIS,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.752471,112.055455,METBELOSA,OB941S,2491313,EA579,A1,,
PJU DS JARAK 311 C1,514060879848,DN ASPARAGA,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.752842,112.178125,MELCOINDA,MS98E,8211013,EF281,C1,,
PJU SUKOHARJO 408,514010782095,DS SUKOHARJO,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.75299,112.121369,SMARTMETER,SMI 200 S,161592957,EA408,C2,,
PENERANGAN JALAN GD 61,514060727124,JL TEGALSARI,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.753216,112.182873,ITRON,ACE2000,10055632,EF061,D1,,
PENERANGAN JALAN GD 23,514060727132,JL LAMONG,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.754077,112.206176,SMARTMETER,SMI 200 S,161779762,EF023,A1,,
PJU LAMONG T.253,514061240503,DN KARANG ANYAR NO 0 KR ANYAR,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.754134,112.210325,MELCOINDA,MS98E,8798266,EF253,D1,,
PJU SAMBIROTO (220),514010666080,DN SAMBIROTO,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.754335,112.100598,METBELOSA,OB941S,2491121,EA220,B13,,
PJU GILANG (371),514010782079,DS GILANG,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.754344,112.037633,METBELOSA,OB91LU,2490360,EA371,D6,,
PJU TULUNGREJO,514061212775,JL KEMUNING  TLREJO,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.754775,112.177143,SMARTMETER,SMI 200 S,161781497,EF303,A1B8,,
PJU DS JAMBU,514060760363,DN JAMBU,P3,4840.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.754785,112.139422,,,,EF068,D0,,
PJU GILANG - TURUS,514010662726,DN GILANG,P3,10440.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.75489,112.039588,,,,EA371,B0,,
PJU DS BEDREK T. 384,514110616035,DS BEDREK GROGOL,P3,7700.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.754924,111.957931,,,,EN384,A0,,
PJU SAMBIROBYONG,514011074188,DS SAMBIROBYONG,P3,5500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2500.0,-7.755071,112.101287,CANNET,DDS137,50903413388,EA174,A4,,
PJU GILANG TURUS (371),514010619232,JL A.YANI,P3,10440.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.755097,112.039572,,,,EA371,B0,,
P J U GILANG PLOSOREJO,514010605872,DN PLOSOREJO,P3,4020.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.755114,112.039617,,,,EA371,B0,,
P J U GILANG PLOSOREJO,514010605864,DN PLOSOREJO,P3,10560.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.755126,112.03965,,,,EA371,B0,,
PJ CANGGU GD 162,514060643045,DN CANGGU,P3,4860.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.755706,112.216048,,,,EF162,C0,,
PJU SANTREN (352),514010666098,DN SANTREN,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.755873,112.081753,MELCOINDA,MS98E,8796250,EA352,D1,,
PJU DS SENDANG,514110483666,DS SENDANG,P3,7700.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.755972,111.987228,,,,EN439,A6B4A1,,
PJU JAGUNG,514010665997,DN JAGUNG,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.75599,112.081778,ADTECH,ADOONAT58,25817,EA352,D1,,
PJU DS. JAGUNG,514010600224,DN JAGUNG,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.756277,112.076798,ADTECH,ADOONAT58,28140,EA353,D2C2D2,,
PJU SENDANG EN439 (M),514110616050,DS SENDANG BANYAKAN,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.756715,111.985766,SMARTMETER,SMI 200 S,130272401,EN439,A6,,
PJU DN BEDREK T 384 (M),514110793921,DS BEDREK,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.757158,111.95704,SMARTMETER,SMI 200 S,130272163,EN384,C6,,
PJU DS BAKALAN EN286,514111109411,DS BAKALAN,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.757368,111.97568,SMARTMETER,SMI 200 S,172419224,EN286,A7,,
PJU MOJOLEGI T.129,514061239978,DN MOJOLEGI NO 0 MOJOLEGI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.757484,112.152440,MELCOINDA,MS98E,8798599,EF129,A2,,
PJU DS JARAK 311 C6,514060880639,DN SUMATRA,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.757754,112.175683,MELCOINDA,MS98E,8211011,EF040,C6,,
PJU NGEBRAK (325),514010572303,DS NGEBRAK,P3,3500.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,1591.0,-7.758005,112.027051,CANNET,DDS137,50904344582,EA325,AA1D9,,
PENERANGAN JALAN GD 22,514060727116,JL BRAWIJYA,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.758192,112.185050,METBELOSA,LOSA,76218,EF022,D2,,
PJU SELOTOPENG EN055 (M),514110794064,DS SELOTOPENG,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.7582,111.981151,SMARTMETER,SMI 200 S,130272162,EN055,B1,,
PJU DS WINONGSARI EN028,514111109309,DS WINONGSARI,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.758584,111.976404,SMARTMETER,SMI 200 S,172430470,EN286,A3,,
PJU DS BAKALAN EN055 (A),514110826192,DS WINONGSARI,P3,2155.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.758587,111.976343,,,,EN286,A3,,
LAMPU HIAS PK BANGSA,514060622356,JL PB SUDIRMAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.758673,112.175600,CANNET,DDS137,50903835978,EF011,D2,,
PENERANGAN JALAN,514060041625,JL SIMPANG EMPAT,P3,500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.758693,112.198027,,,,EF012,C1,,
PJU KLAMPISAN EF160,514060880249,DN BANGKOK,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.758700,112.234677,METBELOSA,OB91LU,2491065,EF160,A3,,
PJU,514060528792,DS HOS COKROAMINOTO,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.758703,112.198025,MELCOINDA,MF97E,9034232,EF012,C1,,
PJU PLOSOREJO (373),514010782061,DS PLOSOREJO,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.758737,112.050176,METBELOSA,OB91LU,2490165,EA373,D6,,
PJU DS NGABLAK EN086 (A),514110825962,DS NGABLAK,P3,1100.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.75894,112.003651,,,,EN086,A0,,
PJU DS NGEBRAK,514010328979,DS NGEBRAK,P3,4400.0,1.0,METER,51401.0,KAB,KEDIRI KOTA,2000.0,-7.759053,112.030058,ADTECH,ADOONAT58,30750,EA325,A0,,
PJU NGEBRAK,514010666405,DS NGEBRAK,P3,4400.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.759081,112.030048,,,,EA325,C0,,
PJ,514060581782,DS DR WAHIDIN S,P3,6000.0,1.0,METER,51406.0,KAB,PARE,2727.0,-7.759200,112.174929,METBELOSA,LOSA,2641831,EF040,A0,,
LAMPU HIAS PK BANGSA,514060622349,JL PB SUDIRMAN,P3,500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.759220,112.174908,,,,EF040,C0,,
PJU KLAMPISAN (160),514060646209,DN BANGKOK,P3,2240.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.759413,112.234533,,,,EF160,C0,,
PJU PLOSOREJO,514010666421,DS PLOSOREJO,P3,980.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.759429,112.05185,,,,EA373,B0,,
P J U PLOSOREJO,514010608812,DS PLOSOREJO,P3,960.0,3.0,TAGSASI 375,51401.0,KAB,KEDIRI KOTA,,-7.759437,112.051892,,,,EA373,B0,,
PJU DS NGABLAK BANYAKAN,514110675181,DS NGABLAK,P3,7700.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.759452,112.003552,,,,EN086,C1,,
